ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2028,1,1,208,1972,1764
2029,0,0,4,0,-4
2030,1,0,58,0,-58
2031,1,1,326,1263,937
2032,1,0,38,0,-38
2033,1,0,27,0,-27
2034,1,0,111,0,-111
2035,0,0,43,0,-43
2036,1,0,9,0,-9
2037,0,0,5,0,-5
2038,0,0,29,0,-29
2039,1,0,5,0,-5
2040,0,0,161,0,-161
2041,0,0,15,0,-15
2042,1,0,29,0,-29
2043,1,1,456,4422,3966
2044,0,0,11,0,-11
2045,0,0,70,0,-70
2046,0,0,108,0,-108
2047,1,1,34,1362,1328
2048,0,0,16,0,-16
2049,0,0,30,0,-30
2050,1,0,54,0,-54
2051,1,0,58,0,-58
2052,0,0,47,0,-47
2053,0,0,90,0,-90
2054,1,1,349,1601,1252
2055,1,0,32,0,-32
2056,1,1,134,1481,1347
2057,1,0,18,0,-18
2058,1,0,90,0,-90
2059,1,1,2639,1839,-800
2060,0,0,36,0,-36
2061,1,1,218,1439,1221
2062,0,0,17,0,-17
2063,0,0,7,0,-7
2064,0,0,5,0,-5
2065,0,0,35,0,-35
2066,1,0,26,0,-26
2067,0,0,39,0,-39
2068,1,1,112,1699,1587
2069,1,0,62,0,-62
2070,1,1,86,6046,5960
2071,0,0,8,0,-8
2072,0,0,35,0,-35
2073,0,0,60,0,-60
2074,1,1,155,1238,1083
2075,1,1,675,1322,647
2076,0,0,79,0,-79
2077,1,1,386,1236,850
2078,1,0,26,0,-26
2079,1,1,2552,1695,-857
2080,0,0,63,0,-63
2081,1,1,710,1781,1071
2082,0,0,85,0,-85
2083,0,0,51,0,-51
2084,0,0,13,0,-13
2085,1,0,79,0,-79
2086,1,0,39,0,-39
2087,1,1,1009,2273,1264
2088,0,0,207,0,-207
2089,1,0,44,0,-44
2090,1,1,273,1613,1340
2091,1,1,402,1297,895
2092,0,0,129,0,-129
2093,0,0,142,0,-142
2094,1,0,56,0,-56
2095,1,1,137,1422,1285
2096,1,0,31,0,-31
2097,1,0,3,0,-3
2098,1,0,6,0,-6
2099,1,0,0,0,0
2100,1,1,805,1540,735
2101,1,1,77,1550,1473
2102,1,0,25,0,-25
2103,0,0,37,0,-37
2104,1,0,17,0,-17
2105,1,0,24,0,-24
2106,1,0,50,0,-50
2107,0,0,3,0,-3
2108,0,0,55,0,-55
2109,1,1,240,1278,1038
2110,1,0,33,0,-33
2111,0,0,139,0,-139
2112,1,0,3,0,-3
2113,1,0,77,0,-77
2114,0,0,74,0,-74
2115,0,0,6,0,-6
2116,0,0,10,0,-10
2117,0,0,35,0,-35
2118,1,0,77,0,-77
2119,0,0,101,0,-101
2120,1,0,32,0,-32
2121,0,0,95,0,-95
2122,0,0,42,0,-42
2123,0,0,191,0,-191
2124,0,0,75,0,-75
2125,1,0,41,0,-41
2126,0,0,26,0,-26
2127,1,1,290,1349,1059
2128,0,0,163,0,-163
2129,1,1,149,1259,1110
2130,0,0,39,0,-39
2131,0,0,23,0,-23
2132,0,0,47,0,-47
2133,0,0,5,0,-5
2134,1,1,95,1288,1193
2135,1,0,37,0,-37
2136,1,1,172,1396,1224
2137,0,0,87,0,-87
2138,0,0,66,0,-66
2139,1,1,1121,1425,304
2140,1,0,29,0,-29
2141,1,1,581,1270,689
2142,1,1,459,2012,1553
2143,1,1,569,2145,1576
2144,0,0,6,0,-6
2145,1,1,176,1788,1612
2146,0,0,37,0,-37
2147,1,1,2021,1443,-578
2148,1,0,26,0,-26
2149,1,0,15,0,-15
2150,0,0,33,0,-33
2151,1,0,9,0,-9
2152,1,0,68,0,-68
2153,1,0,20,0,-20
2154,0,0,150,0,-150
2155,0,0,116,0,-116
2156,0,0,76,0,-76
2157,1,0,0,0,0
2158,1,1,1401,1467,66
2159,1,1,551,1487,936
2160,1,0,97,0,-97
2161,0,0,19,0,-19
2162,1,0,19,0,-19
2163,1,0,111,0,-111
2164,1,0,136,0,-136
2165,1,1,756,1494,738
2166,1,1,113,1263,1150
2167,1,0,61,0,-61
2168,1,1,207,1398,1191
2169,1,1,79,1492,1413
2170,0,0,39,0,-39
2171,1,1,631,1503,872
2172,0,0,8,0,-8
2173,0,0,0,0,0
2174,0,0,20,0,-20
2175,0,0,113,0,-113
2176,1,0,34,0,-34
2177,0,0,9,0,-9
2178,1,1,53,1382,1329
2179,1,1,541,1677,1136
2180,0,0,11,0,-11
2181,0,0,45,0,-45
2182,0,0,67,0,-67
2183,0,0,28,0,-28
2184,0,0,5,0,-5
2185,0,0,0,0,0
2186,0,0,128,0,-128
2187,0,0,59,0,-59
2188,0,0,53,0,-53
2189,0,0,3,0,-3
2190,1,0,35,0,-35
2191,1,1,1049,2171,1122
2192,1,1,348,1763,1415
2193,1,0,5,0,-5
2194,0,0,200,0,-200
2195,1,1,507,1768,1261
2196,0,0,89,0,-89
2197,1,1,1004,1360,356
2198,1,0,163,0,-163
2199,1,1,601,1518,917
2200,1,0,2,0,-2
2201,1,0,0,0,0
2202,1,0,11,0,-11
2203,1,1,1074,1300,226
2204,0,0,36,0,-36
2205,1,1,1125,1819,694
2206,1,1,3367,1257,-2110
2207,0,0,12,0,-12
2208,1,1,360,2291,1931
2209,1,1,169,2853,2684
2210,1,1,961,1497,536
2211,1,1,410,1578,1168
2212,0,0,35,0,-35
2213,0,0,93,0,-93
2214,0,0,31,0,-31
2215,1,1,1126,1493,367
2216,0,0,31,0,-31
2217,0,0,18,0,-18
2218,0,0,63,0,-63
2219,0,0,20,0,-20
2220,1,1,478,1362,884
2221,1,1,207,1313,1106
2222,0,0,45,0,-45
2223,0,0,7,0,-7
2224,1,0,25,0,-25
2225,1,0,90,0,-90
2226,1,0,60,0,-60
2227,1,1,279,1260,981
2228,1,0,139,0,-139
2229,1,0,47,0,-47
2230,0,0,66,0,-66
2231,0,0,72,0,-72
2232,1,0,63,0,-63
2233,1,1,1438,1654,216
2234,0,0,6,0,-6
2235,1,0,57,0,-57
2236,0,0,9,0,-9
2237,1,0,7,0,-7
2238,0,0,48,0,-48
2239,0,0,64,0,-64
2240,0,0,10,0,-10
2241,1,1,141,2021,1880
2242,1,0,60,0,-60
2243,1,1,504,1693,1189
2244,0,0,108,0,-108
2245,1,1,720,1862,1142
2246,0,0,6,0,-6
2247,0,0,44,0,-44
2248,1,0,40,0,-40
2249,1,0,11,0,-11
2250,0,0,37,0,-37
2251,0,0,130,0,-130
2252,0,0,139,0,-139
2253,1,1,211,1367,1156
2254,1,0,23,0,-23
2255,1,1,88,1261,1173
2256,1,0,40,0,-40
2257,1,1,1063,1468,405
2258,1,1,1299,3187,1888
2259,1,1,351,1237,886
2260,0,0,49,0,-49
2261,0,0,87,0,-87
2262,0,0,10,0,-10
2263,0,0,90,0,-90
2264,1,1,859,2635,1776
2265,1,0,46,0,-46
2266,1,1,175,1548,1373
2267,1,0,9,0,-9
2268,1,0,48,0,-48
2269,0,0,10,0,-10
2270,1,0,206,0,-206
2271,1,1,30,1290,1260
2272,1,0,190,0,-190
2273,1,0,86,0,-86
2274,0,0,20,0,-20
2275,1,1,1904,2520,616
2276,0,0,5,0,-5
2277,1,0,31,0,-31
2278,0,0,61,0,-61
2279,1,0,31,0,-31
2280,1,0,26,0,-26
2281,1,0,57,0,-57
2282,0,0,60,0,-60
2283,1,0,9,0,-9
2284,1,1,741,1254,513
2285,1,1,709,2263,1554
2286,1,1,614,1250,636
2287,1,1,205,1281,1076
2288,1,1,23,1242,1219
2289,1,1,207,1522,1315
2290,0,0,128,0,-128
2291,0,0,62,0,-62
2292,1,1,179,2151,1972
2293,0,0,103,0,-103
2294,0,0,168,0,-168
2295,0,0,35,0,-35
2296,0,0,40,0,-40
2297,1,0,3,0,-3
2298,0,0,49,0,-49
2299,1,0,48,0,-48
2300,1,1,720,2634,1914
2301,1,0,146,0,-146
2302,1,1,1172,1307,135
2303,1,0,144,0,-144
2304,0,0,89,0,-89
2305,0,0,21,0,-21
2306,1,0,29,0,-29
2307,0,0,30,0,-30
2308,1,0,152,0,-152
2309,1,0,92,0,-92
2310,0,0,99,0,-99
2311,0,0,109,0,-109
2312,0,0,45,0,-45
2313,1,1,810,1701,891
2314,1,1,2259,1632,-627
2315,1,1,475,1716,1241
2316,0,0,23,0,-23
2317,1,0,98,0,-98
2318,0,0,97,0,-97
2319,0,0,9,0,-9
2320,0,0,49,0,-49
2321,1,0,0,0,0
2322,0,0,18,0,-18
2323,1,0,33,0,-33
2324,0,0,27,0,-27
2325,1,0,128,0,-128
2326,1,1,386,1264,878
2327,1,0,9,0,-9
2328,1,1,782,1384,602
2329,1,1,594,1393,799
2330,0,0,7,0,-7
2331,1,1,63,1442,1379
2332,0,0,148,0,-148
2333,1,1,13,1259,1246
2334,0,0,167,0,-167
2335,1,0,4,0,-4
2336,0,0,51,0,-51
2337,1,0,134,0,-134
2338,1,1,673,1460,787
2339,0,0,120,0,-120
2340,1,0,20,0,-20
2341,1,0,222,0,-222
2342,1,0,5,0,-5
2343,0,0,33,0,-33
2344,0,0,66,0,-66
2345,1,0,17,0,-17
2346,1,0,76,0,-76
2347,1,1,844,1338,494
2348,1,1,230,1792,1562
2349,1,1,866,1589,723
2350,1,1,411,1244,833
2351,0,0,46,0,-46
2352,0,0,53,0,-53
2353,0,0,47,0,-47
2354,1,0,0,0,0
2355,0,0,35,0,-35
2356,0,0,15,0,-15
2357,1,0,15,0,-15
2358,1,0,63,0,-63
2359,1,0,29,0,-29
2360,1,1,990,2016,1026
2361,1,0,55,0,-55
2362,0,0,185,0,-185
2363,1,0,6,0,-6
2364,0,0,81,0,-81
2365,1,0,20,0,-20
2366,1,1,350,2624,2274
2367,1,1,346,2179,1833
2368,1,0,37,0,-37
2369,0,0,59,0,-59
2370,1,1,432,1250,818
2371,1,0,12,0,-12
2372,0,0,36,0,-36
2373,0,0,13,0,-13
2374,1,1,103,1762,1659
2375,1,1,918,1678,760
2376,1,1,199,1678,1479
2377,1,1,648,2942,2294
2378,0,0,11,0,-11
2379,0,0,50,0,-50
2380,1,1,241,1447,1206
2381,1,0,111,0,-111
2382,1,1,339,3587,3248
2383,1,1,313,1381,1068
2384,0,0,72,0,-72
2385,0,0,5,0,-5
2386,1,0,44,0,-44
2387,1,1,1977,1264,-713
2388,0,0,117,0,-117
2389,0,0,101,0,-101
2390,0,0,1,0,-1
2391,1,0,86,0,-86
2392,1,1,518,1797,1279
2393,1,1,86,1533,1447
2394,0,0,28,0,-28
2395,1,1,2070,1444,-626
2396,1,0,13,0,-13
2397,1,1,238,3050,2812
2398,1,0,12,0,-12
2399,1,1,256,1269,1013
2400,1,0,100,0,-100
2401,1,0,92,0,-92
2402,0,0,155,0,-155
2403,1,0,15,0,-15
2404,0,0,8,0,-8
2405,0,0,84,0,-84
2406,1,1,107,1290,1183
2407,1,0,28,0,-28
2408,1,1,222,1696,1474
2409,1,1,716,1544,828
2410,0,0,43,0,-43
2411,0,0,183,0,-183
2412,1,0,165,0,-165
2413,0,0,4,0,-4
2414,1,0,40,0,-40
2415,1,0,20,0,-20
2416,1,0,20,0,-20
2417,1,0,2,0,-2
2418,1,0,70,0,-70
2419,0,0,4,0,-4
2420,1,0,90,0,-90
2421,1,0,43,0,-43
2422,1,1,369,1358,989
2423,0,0,81,0,-81
2424,1,0,77,0,-77
2425,1,1,55,1620,1565
2426,0,0,56,0,-56
2427,1,1,2402,1516,-886
2428,0,0,20,0,-20
2429,1,0,13,0,-13
2430,0,0,22,0,-22
2431,1,0,16,0,-16
2432,0,0,22,0,-22
2433,1,0,110,0,-110
2434,0,0,26,0,-26
2435,1,0,3,0,-3
2436,1,0,9,0,-9
2437,0,0,100,0,-100
2438,0,0,88,0,-88
2439,1,1,44,1338,1294
2440,1,1,311,2474,2163
2441,0,0,7,0,-7
2442,0,0,59,0,-59
2443,1,1,909,1376,467
2444,0,0,112,0,-112
2445,0,0,22,0,-22
2446,0,0,106,0,-106
2447,1,0,76,0,-76
2448,1,1,1981,1509,-472
2449,1,0,44,0,-44
2450,1,1,63,2312,2249
2451,0,0,53,0,-53
2452,1,0,55,0,-55
2453,0,0,24,0,-24
2454,1,0,16,0,-16
2455,1,0,57,0,-57
2456,0,0,58,0,-58
2457,1,1,575,1328,753
2458,1,1,195,1334,1139
2459,1,0,83,0,-83
2460,1,1,677,1423,746
2461,0,0,30,0,-30
2462,1,1,181,1469,1288
2463,1,0,42,0,-42
2464,1,0,14,0,-14
2465,0,0,23,0,-23
2466,0,0,56,0,-56
2467,1,1,497,1284,787
2468,0,0,26,0,-26
2469,1,0,48,0,-48
2470,0,0,59,0,-59
2471,0,0,137,0,-137
2472,1,0,52,0,-52
2473,0,0,24,0,-24
2474,0,0,6,0,-6
2475,0,0,63,0,-63
2476,0,0,73,0,-73
2477,1,0,74,0,-74
2478,1,1,558,2131,1573
2479,1,1,264,1521,1257
2480,0,0,156,0,-156
2481,1,1,141,1504,1363
2482,1,0,114,0,-114
2483,1,1,442,2155,1713
2484,1,0,76,0,-76
2485,0,0,15,0,-15
2486,1,1,923,1236,313
2487,0,0,17,0,-17
2488,0,0,26,0,-26
2489,1,1,62,3095,3033
2490,1,0,63,0,-63
2491,0,0,11,0,-11
2492,1,1,147,1377,1230
2493,1,1,126,1477,1351
2494,0,0,33,0,-33
2495,0,0,16,0,-16
2496,1,0,10,0,-10
2497,0,0,7,0,-7
2498,0,0,40,0,-40
2499,1,0,67,0,-67
2500,1,1,1407,2092,685
2501,0,0,37,0,-37
2502,1,0,39,0,-39
2503,1,1,177,1369,1192
2504,1,0,28,0,-28
2505,1,0,15,0,-15
2506,1,1,37,1264,1227
2507,1,0,125,0,-125
2508,1,1,272,1257,985
2509,0,0,33,0,-33
2510,1,1,141,1553,1412
2511,0,0,12,0,-12
2512,1,0,10,0,-10
2513,0,0,171,0,-171
2514,1,1,463,1334,871
2515,0,0,28,0,-28
2516,0,0,66,0,-66
2517,1,0,19,0,-19
2518,1,1,513,1378,865
2519,0,0,76,0,-76
2520,1,1,107,1623,1516
2521,0,0,16,0,-16
2522,0,0,44,0,-44
2523,0,0,37,0,-37
2524,1,0,28,0,-28
2525,0,0,84,0,-84
2526,1,1,512,1291,779
2527,0,0,0,0,0
2528,1,0,7,0,-7
2529,0,0,6,0,-6
2530,1,0,194,0,-194
2531,1,0,186,0,-186
2532,1,0,53,0,-53
2533,0,0,131,0,-131
2534,1,1,217,3993,3776
2535,1,1,521,1640,1119
2536,0,0,18,0,-18
2537,0,0,10,0,-10
2538,1,1,73,1491,1418
2539,1,1,366,1324,958
2540,0,0,13,0,-13
2541,0,0,62,0,-62
2542,1,0,119,0,-119
2543,0,0,45,0,-45
2544,0,0,13,0,-13
2545,0,0,2,0,-2
2546,1,0,5,0,-5
2547,1,1,2119,1346,-773
2548,0,0,53,0,-53
2549,0,0,69,0,-69
2550,1,1,1310,1784,474
2551,1,0,14,0,-14
2552,1,1,321,1319,998
2553,1,1,2715,1421,-1294
2554,0,0,17,0,-17
2555,1,0,22,0,-22
2556,0,0,8,0,-8
2557,1,0,122,0,-122
2558,0,0,1,0,-1
2559,1,1,133,1373,1240
2560,0,0,88,0,-88
2561,0,0,4,0,-4
2562,0,0,74,0,-74
2563,1,0,104,0,-104
2564,1,0,53,0,-53
2565,1,1,118,2009,1891
2566,1,1,290,1542,1252
2567,1,1,103,1242,1139
2568,1,0,2,0,-2
2569,1,1,458,1416,958
2570,1,0,61,0,-61
2571,1,0,54,0,-54
2572,0,0,7,0,-7
2573,1,0,22,0,-22
2574,0,0,35,0,-35
2575,0,0,30,0,-30
2576,0,0,84,0,-84
2577,0,0,22,0,-22
2578,1,0,7,0,-7
2579,1,1,411,1277,866
2580,1,1,392,1652,1260
2581,1,0,1,0,-1
2582,0,0,43,0,-43
2583,1,1,1724,1477,-247
2584,0,0,22,0,-22
2585,0,0,143,0,-143
2586,0,0,103,0,-103
2587,1,0,3,0,-3
2588,1,1,218,1456,1238
2589,1,1,875,1432,557
2590,1,1,1316,1439,123
2591,1,0,25,0,-25
2592,0,0,20,0,-20
2593,0,0,70,0,-70
2594,0,0,26,0,-26
2595,1,0,10,0,-10
2596,1,0,36,0,-36
2597,0,0,32,0,-32
2598,0,0,19,0,-19
2599,1,0,4,0,-4
2600,0,0,28,0,-28
2601,1,1,811,1426,615
2602,1,1,376,1277,901
2603,1,1,374,1291,917
2604,0,0,70,0,-70
2605,0,0,105,0,-105
2606,1,1,293,1338,1045
2607,0,0,117,0,-117
2608,1,0,27,0,-27
2609,0,0,84,0,-84
2610,0,0,79,0,-79
2611,1,0,23,0,-23
2612,0,0,31,0,-31
2613,1,1,761,1273,512
2614,0,0,24,0,-24
2615,1,1,290,1668,1378
2616,1,1,480,1239,759
2617,0,0,51,0,-51
2618,1,0,50,0,-50
2619,1,0,312,0,-312
2620,0,0,141,0,-141
2621,1,1,352,2187,1835
2622,0,0,9,0,-9
2623,0,0,6,0,-6
2624,1,1,1532,1297,-235
2625,0,0,41,0,-41
2626,1,0,18,0,-18
2627,1,1,112,1376,1264
2628,1,0,9,0,-9
2629,1,0,65,0,-65
2630,0,0,100,0,-100
2631,1,1,23,1277,1254
2632,1,1,389,1759,1370
2633,0,0,1,0,-1
2634,0,0,0,0,0
2635,0,0,34,0,-34
2636,0,0,26,0,-26
2637,0,0,26,0,-26
2638,0,0,100,0,-100
2639,0,0,2,0,-2
2640,0,0,28,0,-28
2641,1,1,207,1871,1664
2642,1,0,75,0,-75
2643,0,0,42,0,-42
2644,1,0,18,0,-18
2645,1,1,1359,1579,220
2646,1,1,925,1640,715
2647,1,0,53,0,-53
2648,0,0,45,0,-45
2649,0,0,204,0,-204
2650,1,0,44,0,-44
2651,1,0,2,0,-2
2652,1,1,282,1408,1126
2653,0,0,97,0,-97
2654,1,0,96,0,-96
2655,1,0,17,0,-17
2656,1,0,10,0,-10
2657,0,0,149,0,-149
2658,0,0,110,0,-110
2659,1,0,5,0,-5
2660,0,0,23,0,-23
2661,0,0,21,0,-21
2662,0,0,28,0,-28
2663,0,0,7,0,-7
2664,1,0,8,0,-8
2665,0,0,10,0,-10
2666,1,0,5,0,-5
2667,0,0,91,0,-91
2668,1,1,1246,1361,115
2669,0,0,64,0,-64
2670,1,0,71,0,-71
2671,1,1,62,1451,1389
2672,1,0,150,0,-150
2673,1,0,40,0,-40
2674,0,0,17,0,-17
2675,1,1,105,1712,1607
2676,1,1,271,1898,1627
2677,0,0,6,0,-6
2678,0,0,17,0,-17
2679,1,0,58,0,-58
2680,1,0,55,0,-55
2681,1,1,688,1486,798
2682,1,1,275,1327,1052
2683,0,0,30,0,-30
2684,1,1,150,1680,1530
2685,1,1,598,2494,1896
2686,1,1,287,1246,959
2687,0,0,24,0,-24
2688,1,1,153,1540,1387
2689,0,0,9,0,-9
2690,1,0,39,0,-39
2691,1,0,150,0,-150
2692,1,1,342,1978,1636
2693,1,0,5,0,-5
2694,1,1,928,2428,1500
2695,1,1,345,4388,4043
2696,1,1,231,2808,2577
2697,0,0,100,0,-100
2698,1,0,14,0,-14
2699,1,1,936,2426,1490
2700,1,0,90,0,-90
2701,0,0,52,0,-52
2702,1,0,28,0,-28
2703,1,0,27,0,-27
2704,0,0,41,0,-41
2705,0,0,32,0,-32
2706,1,0,62,0,-62
2707,0,0,34,0,-34
2708,1,1,192,1297,1105
2709,0,0,91,0,-91
2710,0,0,14,0,-14
2711,0,0,93,0,-93
2712,1,1,997,1469,472
2713,1,1,836,1656,820
2714,1,0,9,0,-9
2715,1,0,11,0,-11
2716,0,0,37,0,-37
2717,0,0,28,0,-28
2718,1,1,820,1577,757
2719,1,1,354,1512,1158
2720,0,0,98,0,-98
2721,1,0,52,0,-52
2722,1,0,87,0,-87
2723,0,0,1,0,-1
2724,0,0,126,0,-126
2725,1,1,888,1578,690
2726,0,0,84,0,-84
2727,1,0,32,0,-32
2728,0,0,23,0,-23
2729,0,0,19,0,-19
2730,0,0,62,0,-62
2731,0,0,42,0,-42
2732,0,0,27,0,-27
2733,0,0,58,0,-58
2734,1,0,24,0,-24
2735,1,1,709,1501,792
2736,1,0,14,0,-14
2737,1,0,55,0,-55
2738,1,1,379,1245,866
2739,0,0,104,0,-104
2740,1,0,36,0,-36
2741,1,1,864,1238,374
2742,1,0,3,0,-3
2743,1,1,308,1249,941
2744,1,0,61,0,-61
2745,1,1,1091,1560,469
2746,0,0,43,0,-43
2747,0,0,52,0,-52
2748,1,0,6,0,-6
2749,1,1,811,1656,845
2750,0,0,37,0,-37
2751,0,0,41,0,-41
2752,1,0,73,0,-73
2753,1,1,253,1423,1170
2754,1,0,7,0,-7
2755,1,1,366,1626,1260
2756,0,0,4,0,-4
2757,1,1,3726,1241,-2485
2758,1,1,37,1629,1592
2759,0,0,30,0,-30
2760,1,0,8,0,-8
2761,0,0,19,0,-19
2762,1,1,141,1306,1165
2763,1,0,16,0,-16
2764,0,0,36,0,-36
2765,1,0,32,0,-32
2766,1,1,299,1295,996
2767,0,0,162,0,-162
2768,1,0,182,0,-182
2769,0,0,148,0,-148
2770,1,1,1149,1390,241
2771,0,0,62,0,-62
2772,0,0,6,0,-6
2773,0,0,218,0,-218
2774,1,1,179,1295,1116
2775,1,0,4,0,-4
2776,0,0,14,0,-14
2777,1,0,125,0,-125
2778,0,0,5,0,-5
2779,1,1,957,2154,1197
2780,1,0,23,0,-23
2781,1,0,11,0,-11
2782,0,0,53,0,-53
2783,1,1,73,1395,1322
2784,1,1,258,2171,1913
2785,0,0,21,0,-21
2786,0,0,36,0,-36
2787,1,0,186,0,-186
2788,1,0,27,0,-27
2789,1,1,48,3476,3428
2790,1,0,7,0,-7
2791,1,1,119,1262,1143
2792,1,0,22,0,-22
2793,0,0,11,0,-11
2794,1,0,42,0,-42
2795,0,0,61,0,-61
2796,1,0,4,0,-4
2797,1,1,656,1316,660
2798,0,0,20,0,-20
2799,1,1,1150,1356,206
2800,0,0,57,0,-57
2801,0,0,95,0,-95
2802,1,0,105,0,-105
2803,1,1,581,1331,750
2804,0,0,49,0,-49
2805,1,1,134,1493,1359
2806,1,1,1047,1647,600
2807,0,0,14,0,-14
2808,0,0,114,0,-114
2809,0,0,6,0,-6
2810,0,0,191,0,-191
2811,1,0,16,0,-16
2812,0,0,45,0,-45
2813,1,0,64,0,-64
2814,0,0,43,0,-43
2815,1,0,10,0,-10
2816,0,0,63,0,-63
2817,1,1,40,1264,1224
2818,1,1,1603,1358,-245
2819,1,0,85,0,-85
2820,1,0,33,0,-33
2821,1,0,142,0,-142
2822,1,1,714,1945,1231
2823,1,0,53,0,-53
2824,1,1,223,1826,1603
2825,1,1,313,3398,3085
2826,1,0,213,0,-213
2827,0,0,35,0,-35
2828,1,1,35,1677,1642
2829,1,0,55,0,-55
2830,0,0,46,0,-46
2831,1,1,295,1415,1120
2832,1,0,2,0,-2
2833,0,0,42,0,-42
2834,0,0,90,0,-90
2835,0,0,82,0,-82
2836,1,0,10,0,-10
2837,1,1,897,1407,510
2838,0,0,71,0,-71
2839,1,0,90,0,-90
2840,1,0,4,0,-4
2841,0,0,66,0,-66
2842,1,0,3,0,-3
2843,1,0,24,0,-24
2844,1,0,10,0,-10
2845,1,0,23,0,-23
2846,0,0,0,0,0
2847,0,0,108,0,-108
2848,1,1,411,4319,3908
2849,1,1,174,1248,1074
2850,1,1,386,1364,978
2851,0,0,108,0,-108
2852,0,0,152,0,-152
2853,1,0,59,0,-59
2854,0,0,19,0,-19
2855,1,0,0,0,0
2856,1,0,76,0,-76
2857,0,0,17,0,-17
2858,0,0,102,0,-102
2859,1,0,27,0,-27
2860,1,0,13,0,-13
2861,1,1,249,1321,1072
2862,0,0,17,0,-17
2863,0,0,4,0,-4
2864,0,0,23,0,-23
2865,1,1,334,1790,1456
2866,0,0,0,0,0
2867,0,0,79,0,-79
2868,1,1,229,1292,1063
2869,1,1,111,1526,1415
2870,0,0,39,0,-39
2871,1,0,112,0,-112
2872,0,0,26,0,-26
2873,1,1,609,1964,1355
2874,0,0,13,0,-13
2875,0,0,50,0,-50
2876,0,0,98,0,-98
2877,1,0,13,0,-13
2878,1,0,25,0,-25
2879,0,0,24,0,-24
2880,0,0,93,0,-93
2881,1,1,279,1670,1391
2882,0,0,106,0,-106
2883,1,0,57,0,-57
2884,1,1,223,1691,1468
2885,1,0,28,0,-28
2886,0,0,21,0,-21
2887,0,0,104,0,-104
2888,1,1,768,2032,1264
2889,0,0,0,0,0
2890,0,0,5,0,-5
2891,1,1,295,2609,2314
2892,1,1,8,1670,1662
2893,1,0,67,0,-67
2894,1,0,42,0,-42
2895,1,1,142,2082,1940
2896,0,0,60,0,-60
2897,0,0,16,0,-16
2898,0,0,4,0,-4
2899,0,0,62,0,-62
2900,1,1,380,1311,931
2901,1,1,79,1517,1438
2902,1,1,392,4280,3888
2903,0,0,53,0,-53
2904,1,0,120,0,-120
2905,0,0,76,0,-76
2906,1,0,14,0,-14
2907,0,0,24,0,-24
2908,1,1,367,1631,1264
2909,0,0,10,0,-10
2910,1,1,171,3176,3005
2911,0,0,224,0,-224
2912,1,1,322,1357,1035
2913,0,0,17,0,-17
2914,1,0,153,0,-153
2915,1,0,17,0,-17
2916,0,0,20,0,-20
2917,1,1,1184,1709,525
2918,1,0,48,0,-48
2919,1,0,40,0,-40
2920,0,0,98,0,-98
2921,0,0,25,0,-25
2922,1,1,337,1787,1450
2923,1,0,15,0,-15
2924,1,0,43,0,-43
2925,0,0,43,0,-43
2926,1,0,46,0,-46
2927,0,0,2,0,-2
2928,1,0,3,0,-3
2929,1,0,80,0,-80
2930,0,0,91,0,-91
2931,1,0,53,0,-53
2932,0,0,90,0,-90
2933,1,1,422,1356,934
2934,0,0,50,0,-50
2935,1,1,93,1729,1636
2936,0,0,136,0,-136
2937,1,1,900,1354,454
2938,1,1,319,1396,1077
2939,1,0,128,0,-128
2940,0,0,71,0,-71
2941,1,0,22,0,-22
2942,1,1,1361,1541,180
2943,0,0,50,0,-50
2944,0,0,26,0,-26
2945,1,1,461,1279,818
2946,0,0,40,0,-40
2947,1,1,50,1318,1268
2948,1,1,11,7649,7638
2949,1,1,2432,1433,-999
2950,0,0,103,0,-103
2951,0,0,13,0,-13
2952,0,0,6,0,-6
2953,0,0,11,0,-11
2954,0,0,25,0,-25
2955,1,0,38,0,-38
2956,1,1,46,1414,1368
2957,1,0,47,0,-47
2958,1,0,71,0,-71
2959,1,0,44,0,-44
2960,1,0,80,0,-80
2961,1,1,107,1467,1360
2962,0,0,55,0,-55
2963,1,0,70,0,-70
2964,0,0,2,0,-2
2965,1,0,7,0,-7
2966,1,1,381,1645,1264
2967,1,1,111,1299,1188
2968,1,1,159,1503,1344
2969,1,1,1002,1417,415
2970,1,1,1125,1910,785
2971,1,0,22,0,-22
2972,1,0,26,0,-26
2973,1,1,83,1370,1287
2974,1,1,815,1684,869
2975,1,0,32,0,-32
2976,0,0,5,0,-5
2977,1,1,1231,1310,79
2978,0,0,61,0,-61
2979,1,1,96,1616,1520
2980,1,0,21,0,-21
2981,1,0,22,0,-22
2982,1,1,525,1414,889
2983,1,1,286,1873,1587
2984,0,0,26,0,-26
2985,0,0,13,0,-13
2986,0,0,2,0,-2
2987,1,0,3,0,-3
2988,1,0,19,0,-19
2989,0,0,35,0,-35
2990,1,0,153,0,-153
2991,1,1,709,1443,734
2992,1,0,60,0,-60
2993,0,0,15,0,-15
2994,1,0,16,0,-16
2995,1,0,59,0,-59
2996,1,1,120,1365,1245
2997,1,1,1343,1361,18
2998,1,0,14,0,-14
2999,1,1,289,1533,1244
3000,0,0,20,0,-20
3001,1,1,1304,1528,224
3002,0,0,28,0,-28
3003,1,1,513,1319,806
3004,0,0,148,0,-148
3005,0,0,45,0,-45
3006,0,0,209,0,-209
3007,1,1,416,1455,1039
3008,0,0,26,0,-26
3009,1,0,6,0,-6
