ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2032,1,1,568,1528,960
2033,0,0,60,0,-60
2034,1,1,2704,1565,-1139
2035,1,1,1198,1788,590
2036,1,0,10,0,-10
2037,0,0,27,0,-27
2038,1,0,83,0,-83
2039,1,1,386,1289,903
2040,1,1,99,1360,1261
2041,0,0,44,0,-44
2042,1,1,306,1774,1468
2043,0,0,100,0,-100
2044,0,0,5,0,-5
2045,1,0,51,0,-51
2046,0,0,29,0,-29
2047,1,0,3,0,-3
2048,0,0,44,0,-44
2049,1,0,13,0,-13
2050,1,0,37,0,-37
2051,0,0,128,0,-128
2052,0,0,49,0,-49
2053,0,0,10,0,-10
2054,0,0,93,0,-93
2055,1,0,14,0,-14
2056,0,0,145,0,-145
2057,1,0,22,0,-22
2058,1,0,6,0,-6
2059,1,1,133,1258,1125
2060,1,1,717,1479,762
2061,0,0,8,0,-8
2062,0,0,139,0,-139
2063,0,0,103,0,-103
2064,0,0,142,0,-142
2065,1,0,0,0,0
2066,0,0,74,0,-74
2067,0,0,74,0,-74
2068,1,0,9,0,-9
2069,1,1,210,2316,2106
2070,0,0,98,0,-98
2071,1,0,35,0,-35
2072,1,1,215,1205,990
2073,1,1,985,2520,1535
2074,1,1,343,1215,872
2075,0,0,58,0,-58
2076,1,0,187,0,-187
2077,0,0,4,0,-4
2078,1,0,2,0,-2
2079,1,1,450,2629,2179
2080,1,0,198,0,-198
2081,0,0,27,0,-27
2082,0,0,8,0,-8
2083,1,1,538,1614,1076
2084,1,1,72,1279,1207
2085,1,0,96,0,-96
2086,0,0,1,0,-1
2087,0,0,41,0,-41
2088,0,0,19,0,-19
2089,1,0,23,0,-23
2090,0,0,53,0,-53
2091,1,1,766,1249,483
2092,1,1,197,1544,1347
2093,0,0,43,0,-43
2094,1,0,14,0,-14
2095,1,0,3,0,-3
2096,1,0,48,0,-48
2097,0,0,110,0,-110
2098,1,0,31,0,-31
2099,1,1,420,1464,1044
2100,1,1,38,1660,1622
2101,0,0,57,0,-57
2102,1,1,355,1264,909
2103,1,0,52,0,-52
2104,1,0,41,0,-41
2105,0,0,40,0,-40
2106,0,0,37,0,-37
2107,1,0,30,0,-30
2108,0,0,6,0,-6
2109,0,0,4,0,-4
2110,1,1,139,1294,1155
2111,0,0,5,0,-5
2112,1,1,258,1424,1166
2113,1,0,49,0,-49
2114,1,1,194,1244,1050
2115,0,0,25,0,-25
2116,1,0,10,0,-10
2117,0,0,29,0,-29
2118,1,1,1131,1777,646
2119,0,0,176,0,-176
2120,0,0,95,0,-95
2121,1,0,16,0,-16
2122,1,1,456,1374,918
2123,1,1,727,1613,886
2124,1,0,150,0,-150
2125,0,0,43,0,-43
2126,1,1,75,1340,1265
2127,0,0,26,0,-26
2128,1,1,110,1268,1158
2129,0,0,152,0,-152
2130,0,0,14,0,-14
2131,0,0,14,0,-14
2132,1,0,106,0,-106
2133,1,1,70,1335,1265
2134,0,0,27,0,-27
2135,1,0,22,0,-22
2136,1,0,5,0,-5
2137,0,0,25,0,-25
2138,1,1,1240,1681,441
2139,1,0,1,0,-1
2140,1,0,43,0,-43
2141,1,0,117,0,-117
2142,1,1,1111,1438,327
2143,1,0,27,0,-27
2144,0,0,9,0,-9
2145,0,0,121,0,-121
2146,1,1,1749,1742,-7
2147,1,1,808,1232,424
2148,0,0,97,0,-97
2149,0,0,29,0,-29
2150,1,1,117,1506,1389
2151,1,0,68,0,-68
2152,1,0,5,0,-5
2153,1,1,106,1514,1408
2154,1,0,118,0,-118
2155,0,0,165,0,-165
2156,1,1,1757,1259,-498
2157,1,1,263,1286,1023
2158,0,0,90,0,-90
2159,0,0,19,0,-19
2160,1,1,185,1517,1332
2161,1,1,101,1391,1290
2162,1,0,29,0,-29
2163,1,1,297,1829,1532
2164,0,0,50,0,-50
2165,0,0,97,0,-97
2166,0,0,144,0,-144
2167,0,0,21,0,-21
2168,1,1,1363,1213,-150
2169,1,1,408,1797,1389
2170,0,0,11,0,-11
2171,1,1,116,1447,1331
2172,0,0,12,0,-12
2173,0,0,4,0,-4
2174,0,0,69,0,-69
2175,1,1,468,1460,992
2176,1,0,20,0,-20
2177,0,0,27,0,-27
2178,0,0,11,0,-11
2179,0,0,74,0,-74
2180,0,0,55,0,-55
2181,1,0,9,0,-9
2182,0,0,11,0,-11
2183,1,0,57,0,-57
2184,1,0,139,0,-139
2185,0,0,18,0,-18
2186,0,0,16,0,-16
2187,0,0,31,0,-31
2188,1,1,35,1487,1452
2189,0,0,9,0,-9
2190,0,0,32,0,-32
2191,0,0,43,0,-43
2192,1,0,141,0,-141
2193,0,0,12,0,-12
2194,0,0,24,0,-24
2195,0,0,7,0,-7
2196,0,0,63,0,-63
2197,0,0,26,0,-26
2198,1,1,485,1274,789
2199,0,0,39,0,-39
2200,1,1,144,1382,1238
2201,0,0,145,0,-145
2202,0,0,54,0,-54
2203,0,0,79,0,-79
2204,0,0,203,0,-203
2205,0,0,1,0,-1
2206,1,1,172,1307,1135
2207,0,0,100,0,-100
2208,1,1,700,1788,1088
2209,0,0,131,0,-131
2210,1,0,5,0,-5
2211,1,0,122,0,-122
2212,0,0,13,0,-13
2213,0,0,101,0,-101
2214,0,0,11,0,-11
2215,1,0,26,0,-26
2216,0,0,2,0,-2
2217,1,0,111,0,-111
2218,1,0,41,0,-41
2219,0,0,4,0,-4
2220,1,1,482,2818,2336
2221,0,0,6,0,-6
2222,1,1,392,1215,823
2223,0,0,39,0,-39
2224,1,1,543,1425,882
2225,0,0,56,0,-56
2226,0,0,45,0,-45
2227,0,0,9,0,-9
2228,1,1,878,1729,851
2229,1,1,87,2671,2584
2230,0,0,4,0,-4
2231,0,0,80,0,-80
2232,0,0,32,0,-32
2233,1,1,722,1203,481
2234,0,0,83,0,-83
2235,0,0,5,0,-5
2236,1,1,683,1747,1064
2237,0,0,15,0,-15
2238,1,0,11,0,-11
2239,0,0,42,0,-42
2240,0,0,78,0,-78
2241,1,1,77,1795,1718
2242,1,0,29,0,-29
2243,1,0,91,0,-91
2244,0,0,16,0,-16
2245,1,1,173,1205,1032
2246,0,0,31,0,-31
2247,1,0,49,0,-49
2248,1,0,7,0,-7
2249,1,1,1057,1979,922
2250,1,0,140,0,-140
2251,1,1,533,1541,1008
2252,1,1,355,1423,1068
2253,1,1,56,1336,1280
2254,1,0,32,0,-32
2255,1,1,504,1259,755
2256,0,0,7,0,-7
2257,1,0,3,0,-3
2258,1,1,191,1339,1148
2259,0,0,12,0,-12
2260,1,1,416,1338,922
2261,0,0,21,0,-21
2262,1,1,144,1478,1334
2263,1,0,6,0,-6
2264,1,0,17,0,-17
2265,1,1,137,1383,1246
2266,0,0,77,0,-77
2267,1,1,88,1332,1244
2268,0,0,100,0,-100
2269,1,0,114,0,-114
2270,1,1,956,1716,760
2271,0,0,2,0,-2
2272,1,1,659,1211,552
2273,1,1,665,1248,583
2274,1,1,9,1789,1780
2275,1,1,705,2155,1450
2276,1,0,28,0,-28
2277,1,0,33,0,-33
2278,1,1,518,1227,709
2279,1,1,124,2225,2101
2280,0,0,144,0,-144
2281,0,0,145,0,-145
2282,1,0,17,0,-17
2283,1,0,17,0,-17
2284,1,0,86,0,-86
2285,0,0,26,0,-26
2286,1,0,7,0,-7
2287,1,0,0,0,0
2288,0,0,0,0,0
2289,0,0,120,0,-120
2290,1,1,144,1277,1133
2291,0,0,21,0,-21
2292,1,1,73,1336,1263
2293,1,0,103,0,-103
2294,1,1,858,1238,380
2295,1,1,130,1544,1414
2296,1,1,246,2014,1768
2297,1,1,518,1348,830
2298,1,1,342,1389,1047
2299,0,0,185,0,-185
2300,1,0,20,0,-20
2301,1,1,127,1936,1809
2302,1,1,603,1312,709
2303,1,1,294,2155,1861
2304,1,1,211,1387,1176
2305,1,0,17,0,-17
2306,1,0,55,0,-55
2307,1,0,92,0,-92
2308,1,0,10,0,-10
2309,1,1,223,1295,1072
2310,0,0,64,0,-64
2311,1,0,99,0,-99
2312,1,1,96,1454,1358
2313,1,1,1248,1748,500
2314,0,0,5,0,-5
2315,1,0,60,0,-60
2316,0,0,26,0,-26
2317,1,0,37,0,-37
2318,1,1,82,1542,1460
2319,1,1,583,1948,1365
2320,0,0,149,0,-149
2321,1,1,550,1811,1261
2322,0,0,28,0,-28
2323,1,0,31,0,-31
2324,1,1,39,1468,1429
2325,0,0,70,0,-70
2326,1,0,70,0,-70
2327,1,1,718,1301,583
2328,0,0,129,0,-129
2329,0,0,55,0,-55
2330,1,0,36,0,-36
2331,1,0,51,0,-51
2332,1,1,80,1437,1357
2333,1,0,59,0,-59
2334,0,0,128,0,-128
2335,0,0,18,0,-18
2336,0,0,75,0,-75
2337,1,0,24,0,-24
2338,0,0,79,0,-79
2339,1,0,22,0,-22
2340,1,0,61,0,-61
2341,1,0,51,0,-51
2342,1,1,556,1255,699
2343,1,1,620,1661,1041
2344,1,1,556,1719,1163
2345,1,1,163,1399,1236
2346,1,0,84,0,-84
2347,0,0,127,0,-127
2348,0,0,34,0,-34
2349,0,0,58,0,-58
2350,1,1,351,1732,1381
2351,1,0,28,0,-28
2352,1,1,233,1749,1516
2353,1,0,27,0,-27
2354,0,0,41,0,-41
2355,0,0,53,0,-53
2356,1,1,792,3431,2639
2357,1,1,138,1886,1748
2358,0,0,3,0,-3
2359,1,0,33,0,-33
2360,1,1,169,1236,1067
2361,0,0,3,0,-3
2362,0,0,0,0,0
2363,0,0,17,0,-17
2364,1,1,399,1497,1098
2365,1,0,18,0,-18
2366,1,0,10,0,-10
2367,0,0,20,0,-20
2368,1,1,192,1462,1270
2369,0,0,23,0,-23
2370,0,0,5,0,-5
2371,1,1,459,1480,1021
2372,1,1,84,1823,1739
2373,1,0,10,0,-10
2374,1,0,200,0,-200
2375,1,0,69,0,-69
2376,1,0,30,0,-30
2377,0,0,12,0,-12
2378,0,0,52,0,-52
2379,0,0,20,0,-20
2380,0,0,43,0,-43
2381,1,1,577,1217,640
2382,0,0,50,0,-50
2383,0,0,33,0,-33
2384,0,0,88,0,-88
2385,1,1,129,1455,1326
2386,0,0,35,0,-35
2387,0,0,54,0,-54
2388,1,1,463,1994,1531
2389,1,1,1690,1291,-399
2390,1,0,6,0,-6
2391,0,0,66,0,-66
2392,1,0,67,0,-67
2393,1,1,399,1297,898
2394,1,1,579,1279,700
2395,0,0,22,0,-22
2396,1,0,30,0,-30
2397,1,0,90,0,-90
2398,1,1,163,3305,3142
2399,0,0,125,0,-125
2400,0,0,5,0,-5
2401,0,0,88,0,-88
2402,1,1,1425,1615,190
2403,0,0,27,0,-27
2404,1,1,413,1679,1266
2405,0,0,9,0,-9
2406,1,1,775,1806,1031
2407,0,0,18,0,-18
2408,1,1,1044,3641,2597
2409,0,0,43,0,-43
2410,1,1,1002,2150,1148
2411,1,1,175,1899,1724
2412,1,1,1450,1312,-138
2413,0,0,52,0,-52
2414,1,1,910,1493,583
2415,1,0,37,0,-37
2416,1,0,149,0,-149
2417,1,1,116,1326,1210
2418,0,0,8,0,-8
2419,0,0,56,0,-56
2420,1,1,328,2300,1972
2421,1,1,280,1934,1654
2422,1,1,415,1317,902
2423,1,0,24,0,-24
2424,1,0,23,0,-23
2425,1,1,343,2424,2081
2426,1,0,14,0,-14
2427,0,0,54,0,-54
2428,0,0,28,0,-28
2429,1,0,49,0,-49
2430,0,0,66,0,-66
2431,1,1,49,1600,1551
2432,1,1,781,1422,641
2433,1,1,2334,1233,-1101
2434,0,0,151,0,-151
2435,0,0,13,0,-13
2436,1,1,441,1205,764
2437,1,1,60,1587,1527
2438,1,1,1316,2138,822
2439,1,1,812,2055,1243
2440,1,0,43,0,-43
2441,0,0,93,0,-93
2442,1,0,39,0,-39
2443,1,0,78,0,-78
2444,0,0,20,0,-20
2445,0,0,8,0,-8
2446,0,0,196,0,-196
2447,1,1,50,1623,1573
2448,1,0,0,0,0
2449,1,0,12,0,-12
2450,1,0,94,0,-94
2451,1,1,341,2067,1726
2452,0,0,85,0,-85
2453,0,0,20,0,-20
2454,1,0,66,0,-66
2455,1,1,448,1260,812
2456,0,0,96,0,-96
2457,0,0,45,0,-45
2458,0,0,17,0,-17
2459,0,0,60,0,-60
2460,0,0,0,0,0
2461,1,0,8,0,-8
2462,1,1,638,1309,671
2463,1,1,304,1654,1350
2464,1,0,23,0,-23
2465,0,0,5,0,-5
2466,1,0,7,0,-7
2467,0,0,23,0,-23
2468,0,0,155,0,-155
2469,0,0,47,0,-47
2470,0,0,26,0,-26
2471,1,0,18,0,-18
2472,1,1,125,1392,1267
2473,1,1,547,1341,794
2474,0,0,11,0,-11
2475,1,0,33,0,-33
2476,0,0,0,0,0
2477,0,0,4,0,-4
2478,0,0,75,0,-75
2479,1,0,7,0,-7
2480,1,0,8,0,-8
2481,0,0,122,0,-122
2482,0,0,8,0,-8
2483,0,0,25,0,-25
2484,0,0,28,0,-28
2485,0,0,116,0,-116
2486,0,0,97,0,-97
2487,1,1,221,1398,1177
2488,1,1,1399,3339,1940
2489,0,0,40,0,-40
2490,1,1,256,1237,981
2491,0,0,4,0,-4
2492,0,0,45,0,-45
2493,0,0,22,0,-22
2494,0,0,4,0,-4
2495,1,1,60,1270,1210
2496,1,0,63,0,-63
2497,1,0,137,0,-137
2498,0,0,14,0,-14
2499,1,1,552,1258,706
2500,0,0,29,0,-29
2501,1,0,57,0,-57
2502,0,0,31,0,-31
2503,1,1,529,1344,815
2504,1,1,306,1591,1285
2505,0,0,17,0,-17
2506,1,0,2,0,-2
2507,0,0,14,0,-14
2508,1,0,183,0,-183
2509,0,0,228,0,-228
2510,0,0,30,0,-30
2511,0,0,42,0,-42
2512,0,0,29,0,-29
2513,1,0,23,0,-23
2514,1,0,9,0,-9
2515,1,0,69,0,-69
2516,0,0,24,0,-24
2517,1,1,771,1721,950
2518,1,1,190,1673,1483
2519,0,0,26,0,-26
2520,0,0,35,0,-35
2521,1,0,0,0,0
2522,1,0,37,0,-37
2523,0,0,65,0,-65
2524,0,0,85,0,-85
2525,1,1,1366,1375,9
2526,1,1,1018,1873,855
2527,1,0,27,0,-27
2528,1,0,21,0,-21
2529,1,1,62,1408,1346
2530,1,1,141,2039,1898
2531,1,1,315,1374,1059
2532,0,0,28,0,-28
2533,1,1,839,1333,494
2534,0,0,36,0,-36
2535,1,0,90,0,-90
2536,1,1,37,1305,1268
2537,0,0,10,0,-10
2538,1,0,33,0,-33
2539,0,0,16,0,-16
2540,1,1,1400,1540,140
2541,1,1,212,2458,2246
2542,1,1,188,1267,1079
2543,0,0,55,0,-55
2544,0,0,206,0,-206
2545,1,1,262,1216,954
2546,1,1,156,1299,1143
2547,0,0,27,0,-27
2548,0,0,12,0,-12
2549,1,0,44,0,-44
2550,0,0,8,0,-8
2551,1,1,450,1418,968
2552,1,1,931,1260,329
2553,0,0,9,0,-9
2554,1,1,330,1344,1014
2555,1,1,78,1660,1582
2556,1,1,829,1208,379
2557,1,0,67,0,-67
2558,0,0,11,0,-11
2559,1,1,334,3422,3088
2560,0,0,41,0,-41
2561,0,0,140,0,-140
2562,1,1,168,1525,1357
2563,1,1,442,1418,976
2564,1,0,30,0,-30
2565,1,0,90,0,-90
2566,1,0,2,0,-2
2567,1,0,35,0,-35
2568,0,0,38,0,-38
2569,1,1,1092,2122,1030
2570,1,1,225,1515,1290
2571,0,0,22,0,-22
2572,0,0,162,0,-162
2573,1,1,436,1237,801
2574,0,0,99,0,-99
2575,1,0,60,0,-60
2576,0,0,34,0,-34
2577,1,1,678,1571,893
2578,1,0,185,0,-185
2579,0,0,22,0,-22
2580,0,0,47,0,-47
2581,1,0,41,0,-41
2582,1,1,191,1222,1031
2583,0,0,52,0,-52
2584,0,0,130,0,-130
2585,0,0,16,0,-16
2586,1,1,26,1252,1226
2587,1,0,47,0,-47
2588,1,1,200,1420,1220
2589,0,0,45,0,-45
2590,1,1,1081,1536,455
2591,1,1,160,1308,1148
2592,1,0,57,0,-57
2593,0,0,16,0,-16
2594,1,1,88,1239,1151
2595,1,0,81,0,-81
2596,1,1,393,1340,947
2597,1,0,27,0,-27
2598,1,1,333,1664,1331
2599,0,0,216,0,-216
2600,0,0,5,0,-5
2601,1,0,3,0,-3
2602,0,0,10,0,-10
2603,1,0,23,0,-23
2604,1,1,528,2292,1764
2605,1,1,771,1392,621
2606,1,1,314,1294,980
2607,1,0,4,0,-4
2608,0,0,70,0,-70
2609,1,1,202,4828,4626
2610,1,0,11,0,-11
2611,0,0,82,0,-82
2612,1,1,425,1231,806
2613,1,0,33,0,-33
2614,1,1,1859,2408,549
2615,1,0,12,0,-12
2616,0,0,100,0,-100
2617,1,0,83,0,-83
2618,0,0,32,0,-32
2619,1,1,460,1235,775
2620,1,0,292,0,-292
2621,1,0,6,0,-6
2622,1,1,198,1228,1030
2623,1,1,210,1298,1088
2624,1,1,1716,1628,-88
2625,0,0,113,0,-113
2626,1,1,130,1379,1249
2627,1,0,8,0,-8
2628,1,0,128,0,-128
2629,1,0,56,0,-56
2630,0,0,18,0,-18
2631,0,0,57,0,-57
2632,1,1,374,1276,902
2633,1,0,206,0,-206
2634,1,1,177,1380,1203
2635,1,0,1,0,-1
2636,0,0,22,0,-22
2637,0,0,6,0,-6
2638,1,1,145,1952,1807
2639,0,0,5,0,-5
2640,0,0,107,0,-107
2641,0,0,34,0,-34
2642,0,0,43,0,-43
2643,1,1,1352,1263,-89
2644,1,0,72,0,-72
2645,1,1,61,1718,1657
2646,0,0,19,0,-19
2647,1,1,1422,2897,1475
2648,0,0,34,0,-34
2649,0,0,26,0,-26
2650,0,0,94,0,-94
2651,1,1,531,1408,877
2652,0,0,27,0,-27
2653,0,0,20,0,-20
2654,1,0,35,0,-35
2655,1,0,25,0,-25
2656,1,1,139,1575,1436
2657,0,0,0,0,0
2658,0,0,31,0,-31
2659,1,1,232,1381,1149
2660,1,1,29,1226,1197
2661,1,0,46,0,-46
2662,1,1,750,1227,477
2663,1,1,363,1352,989
2664,1,1,95,1233,1138
2665,1,0,156,0,-156
2666,1,1,577,1205,628
2667,1,1,303,1317,1014
2668,0,0,87,0,-87
2669,1,0,296,0,-296
2670,1,0,30,0,-30
2671,0,0,12,0,-12
2672,0,0,27,0,-27
2673,0,0,9,0,-9
2674,1,0,27,0,-27
2675,1,1,416,1794,1378
2676,0,0,140,0,-140
2677,1,0,27,0,-27
2678,1,0,115,0,-115
2679,1,1,785,1420,635
2680,0,0,8,0,-8
2681,0,0,73,0,-73
2682,1,1,532,2515,1983
2683,0,0,62,0,-62
2684,1,1,1997,1310,-687
2685,1,1,968,1293,325
2686,0,0,146,0,-146
2687,1,0,8,0,-8
2688,1,0,62,0,-62
2689,1,1,1178,1505,327
2690,0,0,50,0,-50
2691,0,0,23,0,-23
2692,1,0,33,0,-33
2693,1,0,131,0,-131
2694,1,1,32,2066,2034
2695,1,1,334,1445,1111
2696,0,0,102,0,-102
2697,0,0,2,0,-2
2698,1,0,261,0,-261
2699,1,0,30,0,-30
2700,0,0,87,0,-87
2701,0,0,4,0,-4
2702,1,0,19,0,-19
2703,1,0,16,0,-16
2704,1,0,2,0,-2
2705,0,0,13,0,-13
2706,0,0,5,0,-5
2707,0,0,1,0,-1
2708,0,0,294,0,-294
2709,0,0,18,0,-18
2710,1,0,0,0,0
2711,1,0,12,0,-12
2712,1,1,104,1261,1157
2713,1,0,10,0,-10
2714,1,1,186,1539,1353
2715,1,0,53,0,-53
2716,0,0,122,0,-122
2717,0,0,56,0,-56
2718,1,0,0,0,0
2719,1,1,219,1378,1159
2720,1,1,123,1902,1779
2721,1,1,101,2693,2592
2722,1,0,11,0,-11
2723,0,0,74,0,-74
2724,1,1,940,1540,600
2725,1,0,27,0,-27
2726,0,0,11,0,-11
2727,0,0,32,0,-32
2728,1,1,560,1767,1207
2729,1,1,100,1330,1230
2730,0,0,2,0,-2
2731,1,0,10,0,-10
2732,1,1,152,1731,1579
2733,1,0,49,0,-49
2734,0,0,10,0,-10
2735,1,1,68,2529,2461
2736,0,0,8,0,-8
2737,0,0,13,0,-13
2738,1,1,489,1242,753
2739,0,0,26,0,-26
2740,1,1,13,1347,1334
2741,0,0,11,0,-11
2742,0,0,109,0,-109
2743,1,1,756,1988,1232
2744,0,0,43,0,-43
2745,0,0,20,0,-20
2746,0,0,46,0,-46
2747,1,0,11,0,-11
2748,1,1,213,1240,1027
2749,0,0,1,0,-1
2750,0,0,6,0,-6
2751,1,1,299,1232,933
2752,0,0,134,0,-134
2753,0,0,45,0,-45
2754,1,0,45,0,-45
2755,1,0,16,0,-16
2756,1,0,199,0,-199
2757,1,0,6,0,-6
2758,1,1,162,1500,1338
2759,1,1,397,1525,1128
2760,1,1,339,1439,1100
2761,0,0,13,0,-13
2762,0,0,37,0,-37
2763,1,1,1027,6038,5011
2764,1,1,54,1374,1320
2765,0,0,21,0,-21
2766,0,0,5,0,-5
2767,1,1,671,1273,602
2768,1,0,99,0,-99
2769,1,0,27,0,-27
2770,0,0,5,0,-5
2771,0,0,51,0,-51
2772,1,0,6,0,-6
2773,1,1,769,2110,1341
2774,1,1,124,1255,1131
2775,0,0,25,0,-25
2776,1,1,1421,1203,-218
2777,1,1,1688,2766,1078
2778,0,0,46,0,-46
2779,1,1,472,1378,906
2780,0,0,73,0,-73
2781,0,0,113,0,-113
2782,1,1,323,2092,1769
2783,0,0,26,0,-26
2784,1,0,11,0,-11
2785,1,0,28,0,-28
2786,1,1,365,1257,892
2787,1,0,37,0,-37
2788,1,1,121,1382,1261
2789,1,0,4,0,-4
2790,0,0,123,0,-123
2791,1,1,122,1874,1752
2792,1,0,41,0,-41
2793,1,1,9,1296,1287
2794,1,0,24,0,-24
2795,1,0,5,0,-5
2796,1,0,24,0,-24
2797,0,0,16,0,-16
2798,1,0,46,0,-46
2799,1,1,61,1396,1335
2800,1,1,757,1678,921
2801,1,1,437,1830,1393
2802,1,0,109,0,-109
2803,0,0,32,0,-32
2804,1,0,27,0,-27
2805,1,1,277,1234,957
2806,1,1,353,1374,1021
2807,1,1,452,2413,1961
2808,1,0,88,0,-88
2809,0,0,154,0,-154
2810,1,0,32,0,-32
2811,1,0,35,0,-35
2812,1,1,423,1864,1441
2813,1,1,133,1207,1074
2814,1,1,149,2554,2405
2815,1,1,404,1479,1075
2816,1,0,80,0,-80
2817,1,1,143,1851,1708
2818,0,0,51,0,-51
2819,1,0,43,0,-43
2820,1,1,413,1375,962
2821,1,0,2,0,-2
2822,1,0,28,0,-28
2823,0,0,12,0,-12
2824,1,0,77,0,-77
2825,0,0,29,0,-29
2826,1,1,1095,1360,265
2827,0,0,37,0,-37
2828,1,1,304,1285,981
2829,1,0,30,0,-30
2830,1,1,740,1216,476
2831,1,1,614,1769,1155
2832,1,0,101,0,-101
2833,1,0,19,0,-19
2834,1,0,6,0,-6
2835,0,0,8,0,-8
2836,0,0,42,0,-42
2837,1,0,47,0,-47
2838,0,0,6,0,-6
2839,1,1,440,2218,1778
2840,0,0,42,0,-42
2841,0,0,15,0,-15
2842,1,0,133,0,-133
2843,0,0,67,0,-67
2844,1,0,160,0,-160
2845,1,1,971,1256,285
2846,1,1,1146,1473,327
2847,0,0,0,0,0
2848,0,0,59,0,-59
2849,1,1,198,1373,1175
2850,0,0,134,0,-134
2851,1,1,2568,1325,-1243
2852,0,0,17,0,-17
2853,0,0,7,0,-7
2854,0,0,55,0,-55
2855,1,1,224,1551,1327
2856,1,0,40,0,-40
2857,0,0,82,0,-82
2858,0,0,23,0,-23
2859,1,1,195,1304,1109
2860,1,0,32,0,-32
2861,0,0,2,0,-2
2862,1,1,1492,1393,-99
2863,1,0,0,0,0
2864,1,0,216,0,-216
2865,1,0,68,0,-68
2866,1,1,455,2381,1926
2867,1,0,76,0,-76
2868,0,0,61,0,-61
2869,1,0,48,0,-48
2870,1,1,1910,1261,-649
2871,0,0,2,0,-2
2872,0,0,87,0,-87
2873,1,0,46,0,-46
2874,0,0,16,0,-16
2875,1,0,63,0,-63
2876,0,0,7,0,-7
2877,0,0,69,0,-69
2878,1,1,324,1229,905
2879,0,0,47,0,-47
2880,0,0,32,0,-32
2881,0,0,18,0,-18
2882,1,0,86,0,-86
2883,1,1,97,1301,1204
2884,1,1,106,1324,1218
2885,0,0,10,0,-10
2886,1,1,279,1250,971
2887,1,0,17,0,-17
2888,1,0,73,0,-73
2889,0,0,95,0,-95
2890,0,0,6,0,-6
2891,1,1,941,1876,935
2892,1,0,9,0,-9
2893,0,0,100,0,-100
2894,0,0,20,0,-20
2895,0,0,3,0,-3
2896,1,1,542,1368,826
2897,1,0,13,0,-13
2898,0,0,30,0,-30
2899,1,0,64,0,-64
2900,1,0,26,0,-26
2901,1,1,279,1265,986
2902,0,0,26,0,-26
2903,0,0,0,0,0
2904,0,0,9,0,-9
2905,1,0,12,0,-12
2906,1,1,100,1926,1826
2907,0,0,76,0,-76
2908,1,1,159,1204,1045
2909,1,1,593,1223,630
2910,0,0,51,0,-51
2911,1,1,289,1649,1360
2912,1,0,15,0,-15
2913,1,1,1131,1214,83
2914,1,1,74,1407,1333
2915,0,0,143,0,-143
2916,1,0,6,0,-6
2917,1,0,23,0,-23
2918,0,0,12,0,-12
2919,1,1,235,2241,2006
2920,1,0,36,0,-36
2921,1,1,305,1653,1348
2922,1,0,31,0,-31
2923,0,0,32,0,-32
2924,1,0,21,0,-21
2925,1,1,718,1577,859
2926,1,1,127,1220,1093
2927,0,0,23,0,-23
2928,1,1,341,1298,957
2929,1,1,52,1335,1283
2930,1,1,210,2013,1803
2931,1,1,23,1346,1323
2932,0,0,27,0,-27
2933,1,0,2,0,-2
2934,1,1,741,1320,579
2935,1,0,68,0,-68
2936,1,0,23,0,-23
2937,1,1,101,1303,1202
2938,0,0,25,0,-25
2939,0,0,9,0,-9
2940,1,1,362,1325,963
2941,1,0,21,0,-21
2942,1,1,487,1685,1198
2943,0,0,10,0,-10
2944,0,0,111,0,-111
2945,0,0,1,0,-1
2946,1,1,530,1381,851
2947,1,1,656,1497,841
2948,1,1,105,1218,1113
2949,1,1,112,1288,1176
2950,0,0,45,0,-45
2951,1,0,38,0,-38
2952,1,1,136,1459,1323
2953,1,1,173,1721,1548
2954,0,0,30,0,-30
2955,1,1,58,1672,1614
2956,0,0,72,0,-72
2957,1,1,288,1243,955
2958,1,1,129,1348,1219
2959,0,0,9,0,-9
2960,0,0,39,0,-39
2961,1,1,272,1494,1222
2962,0,0,12,0,-12
2963,0,0,1,0,-1
2964,1,1,333,1852,1519
2965,0,0,78,0,-78
2966,0,0,35,0,-35
2967,1,0,376,0,-376
2968,1,0,27,0,-27
2969,1,0,174,0,-174
2970,0,0,3,0,-3
2971,1,1,1292,1263,-29
2972,1,1,88,1682,1594
2973,0,0,50,0,-50
2974,0,0,12,0,-12
2975,1,0,0,0,0
2976,0,0,184,0,-184
2977,0,0,39,0,-39
2978,0,0,25,0,-25
2979,0,0,0,0,0
2980,0,0,11,0,-11
2981,0,0,86,0,-86
2982,0,0,18,0,-18
2983,0,0,159,0,-159
2984,0,0,21,0,-21
2985,0,0,15,0,-15
2986,0,0,80,0,-80
2987,1,0,71,0,-71
2988,1,0,29,0,-29
2989,1,0,24,0,-24
2990,0,0,36,0,-36
2991,0,0,25,0,-25
2992,1,0,6,0,-6
2993,1,0,150,0,-150
2994,1,1,554,1242,688
2995,1,1,352,1351,999
2996,1,0,122,0,-122
2997,0,0,13,0,-13
2998,0,0,0,0,0
2999,0,0,1,0,-1
3000,1,0,105,0,-105
3001,1,1,146,1501,1355
3002,0,0,48,0,-48
3003,1,0,173,0,-173
3004,1,0,7,0,-7
3005,1,1,53,1219,1166
3006,1,1,1009,1560,551
3007,1,0,30,0,-30
3008,0,0,49,0,-49
3009,0,0,90,0,-90
3010,1,0,36,0,-36
3011,0,0,48,0,-48
